,dataset,ensemble,alpha,threshold,Labels,Time,n_clusters,real_n,accuracy,F1_score
43,wine,GMM_Voting,0.5,mean,"[3 3 1 3 0 3 1 1 3 3 3 1 1 1 3 1 1 3 3 1 0 0 3 3 1 1 1 1 3 3 1 3 3 1 3 3 3
 3 3 0 0 3 3 0 3 3 3 3 3 1 1 1 1 1 3 3 3 1 1 2 0 2 2 2 2 0 2 2 0 0 3 2 2 3
 3 2 2 2 0 2 2 0 2 2 2 2 2 2 0 2 2 2 2 2 2 3 2 2 0 2 0 2 2 2 0 2 2 2 2 0 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 2 2 2 2 0 2 2 1 1 2 2
 0 2 2 2 2 0 2 0 2 3 0 2 2 0 2 0 2 2 0 0 0 2 2 2 0 0 0 1 1 2]",0.1589250565,4,3,0.1853932584,0.1356621308
44,wine,GMM_Pair,0.5,mean,"[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 2 2 0 1 1 0
 0 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 0 0 1 1
 1 1 1 1 1 1 1 2 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 0 0 1]",0.0280983448,3,3,0.6797752809,0.5962264189
45,wine,MM,0.5,mean,"[3 3 2 2 4 2 2 2 3 3 2 2 2 2 2 2 2 3 2 3 4 4 3 3 3 3 2 2 3 3 2 2 3 2 3 3 3
 3 3 4 4 3 3 4 3 3 3 3 3 2 2 2 2 2 3 3 3 2 2 1 4 1 1 1 1 4 1 1 4 4 3 1 1 3
 3 1 1 1 4 1 1 4 1 1 1 1 1 1 4 1 1 1 1 1 1 3 1 1 4 1 4 1 1 1 4 1 1 1 1 4 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 1 1 1 1 4 1 1 3 3 1 1
 4 1 1 1 1 4 1 4 1 3 4 1 1 4 1 4 1 1 4 4 4 1 1 1 4 4 4 3 3 1]",59.5826222897,4,3,0.3146067416,0.1454545455
46,wine,Voting,0.5,mean,"[1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]",0.0023584366,2,3,0.0561797753,0.0429072682
47,wine,Graph,0.5,mean,"[1 1 0 0 3 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 3 3 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1
 1 1 3 3 1 1 3 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 2 3 3 2 2 3 3 2 3 3 3 1 2 2 1
 1 3 2 3 3 2 2 3 3 2 3 2 2 3 3 3 2 3 2 2 2 1 2 3 3 3 3 2 2 2 3 2 3 2 3 3 3
 3 3 3 3 2 3 2 2 2 3 2 3 2 3 3 3 3 2 2 2 2 2 2 3 3 3 2 3 2 3 3 2 3 1 1 2 2
 3 3 2 3 2 3 3 3 2 1 3 3 3 3 2 3 2 3 3 3 3 2 2 2 3 3 3 1 1 2]",0.8958289623,4,3,0.2640449438,0.2610780423
48,iris,GMM_MCA,0.5,mean,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",8.8382787704,1,3,0.3333333333,0.1666666667
49,iris,GMM_Voting,0.5,mean,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 6 6 6 3 6 3 6 3 6 3 3 6 3 6 3 6 2 3 6 3 2 3 2 6
 6 6 6 6 6 3 3 3 3 2 3 6 6 6 3 3 3 6 3 3 3 3 3 6 3 3 2 2 2 2 2 3 3 3 2 3 2
 2 2 2 2 2 2 3 3 2 2 2 3 2 2 2 2 2 2 2 3 3 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2
 2 2]",0.1777012348,4,3,0.6,0.370212766
50,iris,GMM_Pair,0.5,mean,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 1 6 4 3 0 3 4 6 6 5 6 4 6 5 5 6 4 6 4 6 4 4
 4 4 4 4 4 6 6 6 6 4 3 4 4 5 6 6 6 4 6 3 6 6 3 5 3 6 1 4 1 1 1 1 6 1 1 1 1
 4 1 4 4 1 1 1 1 4 1 4 1 4 1 1 4 4 1 1 1 1 1 4 4 1 1 1 4 1 1 1 4 1 1 1 4 1
 1 4]",0.0338163376,7,3,0.0066666667,0.0033613445
51,iris,MM,0.5,mean,"[5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 4 6 4 6 4 6 4 4 6 4 6 4 6 2 4 6 4 2 4 2 6
 6 6 6 6 6 4 4 4 4 2 4 6 6 6 4 4 4 6 4 4 4 4 4 6 4 4 1 2 1 1 1 3 4 3 1 3 1
 2 1 2 2 1 1 3 3 2 1 2 3 2 1 1 2 2 1 1 3 3 1 2 2 3 1 1 2 1 1 1 2 1 1 1 2 1
 1 2]",253.0332224369,6,3,0.1,0.0621118012
52,iris,Voting,0.5,mean,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3 1 3 1 3 1 3 3 2 3 1 3 1 4 3 1 3 1 3 1 1
 1 1 1 1 1 3 3 3 3 1 3 1 1 2 3 3 3 1 3 3 3 3 3 2 3 3 1 1 1 1 1 5 3 5 1 5 1
 1 1 1 1 1 1 5 5 1 1 1 5 1 1 1 1 1 1 1 5 5 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",0.0022203922,6,3,0.4733333333,0.2297297297
53,iris,Graph,0.5,mean,"[1 1 1 2 1 2 1 2 1 1 1 2 1 2 1 2 2 2 1 2 1 2 1 1 2 1 2 1 1 1 2 1 2 2 1 1 1
 1 2 2 1 2 1 2 2 1 1 1 1 1 6 6 6 4 6 4 6 2 6 4 4 6 4 6 4 6 5 4 6 4 5 4 5 6
 6 6 6 6 6 4 4 4 4 5 4 6 6 6 4 4 4 6 4 4 4 4 4 6 2 4 3 5 3 3 3 0 4 0 3 0 3
 5 3 5 5 3 3 0 0 5 3 5 0 5 3 3 5 5 3 3 0 0 3 5 5 0 3 3 5 3 3 3 5 3 3 3 5 3
 3 5]",0.593070507,7,3,0,0
54,wine,GMM_MCA,0.5,0.1,"[1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 0 0
 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",9.5656816959,2,3,0.0842696629,0.0545636252
55,wine,GMM_Voting,0.5,0.1,"[1 1 7 7 0 7 7 7 1 1 7 7 7 1 7 7 7 1 7 7 0 0 1 1 7 7 7 7 7 1 7 7 1 7 1 7 7
 1 1 0 0 1 1 0 7 1 1 1 1 7 1 7 7 7 1 1 1 7 7 3 0 3 4 3 3 0 3 3 0 0 7 3 3 1
 7 3 3 3 0 3 3 0 4 3 3 3 3 2 0 4 3 3 3 3 3 7 4 3 0 3 0 2 3 3 0 3 3 3 3 0 2
 3 2 3 3 3 3 3 3 2 4 3 3 3 3 3 3 3 3 2 4 3 2 2 4 0 0 3 2 2 2 0 3 2 7 7 3 4
 4 2 3 3 3 0 4 0 3 7 0 4 3 0 2 0 4 3 0 0 0 4 3 3 0 0 0 7 7 2]",0.5134682655,6,3,0.0898876404,0.0733500418
56,wine,GMM_Pair,0.5,0.1,"[3 3 7 2 6 2 7 7 3 3 2 7 7 3 2 7 7 3 2 5 5 5 3 3 5 5 7 7 5 3 7 2 3 7 3 5 5
 3 3 5 5 3 3 6 5 3 3 3 3 7 3 7 7 7 3 3 3 7 7 0 6 0 6 4 4 6 0 0 5 6 5 4 0 3
 5 0 4 0 5 0 4 6 6 0 0 0 0 4 6 6 0 0 0 4 4 3 6 0 6 4 6 4 0 4 6 4 0 0 4 6 4
 4 1 0 4 4 0 4 4 4 6 0 4 4 4 4 4 0 1 1 6 0 4 1 6 6 6 0 1 1 1 5 0 4 5 5 4 6
 6 4 0 0 0 6 6 6 0 5 6 6 0 6 4 6 6 0 6 6 5 6 0 0 6 6 5 5 5 4]",0.0780386925,8,3,0.0168539326,0.0096153846
57,wine,MM,0.5,0.1,"[5 5 6 4 1 4 6 6 5 5 4 6 6 6 4 6 6 5 4 7 7 7 5 5 7 7 6 6 7 5 6 4 5 6 5 7 7
 5 5 7 7 5 5 1 7 5 5 5 5 6 6 6 6 6 5 5 5 6 6 2 1 2 1 2 2 1 2 2 7 1 7 2 2 5
 7 2 2 2 7 2 2 1 1 2 2 2 2 3 1 1 2 2 2 2 2 5 1 2 1 2 1 3 2 2 1 2 2 2 2 1 3
 2 3 2 2 2 2 2 2 3 1 2 2 2 2 2 2 2 2 3 1 2 3 3 1 1 1 2 3 3 3 7 2 3 7 7 2 1
 1 3 2 2 2 1 1 1 2 7 1 1 2 1 3 1 1 2 1 1 7 1 2 2 1 1 7 7 7 3]",954.4430959225,7,3,0.1460674157,0.0615902965
58,wine,Voting,0.5,0.1,"[1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]",0.0117266178,2,3,0.0561797753,0.0429072682
59,wine,Graph,0.5,0.1,"[3 3 4 3 2 3 4 4 3 3 3 4 4 3 3 4 4 3 3 3 2 2 3 3 3 3 4 4 3 3 4 3 3 4 3 3 3
 3 3 2 2 3 3 2 3 3 3 3 3 4 3 4 4 4 3 3 3 4 4 1 2 1 1 0 0 2 1 1 2 2 3 1 1 3
 3 1 0 1 2 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 2 1 2 1 1 1 2 0 1 1 0 2 1
 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 2 2 1 0 0 1 2 1 1 1 3 1 1
 1 1 1 1 1 2 1 2 1 3 2 1 1 2 1 2 1 1 2 2 2 1 1 1 2 2 2 3 3 1]",0.8284339905,5,3,0.3258426966,0.193962999
60,iris,GMM_MCA,0.5,0.1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",7.9802875519,1,3,0.3333333333,0.1666666667
61,iris,GMM_Voting,0.5,0.1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 2 1 2 1 2 1 2 2 4 2 1 2 1 4 2 1 2 1 2 1 1
 1 1 1 4 1 2 2 2 2 1 2 1 1 4 2 2 2 1 2 2 2 2 2 4 2 2 4 1 4 4 4 2 2 2 4 2 4
 4 4 1 1 4 4 2 2 1 4 1 2 1 4 4 1 1 4 4 2 2 4 1 4 2 4 4 1 4 4 4 1 4 4 4 1 4
 4 1]",0.2751886845,4,3,0.5266666667,0.4246771879
62,iris,GMM_Pair,0.5,0.1,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 0 1 6 4 1 4 1 4 1 2 2 4 2 1 2 1 4 2 1 2 1 2 1 1
 1 1 1 5 1 2 2 2 2 1 4 1 1 6 2 2 2 1 2 4 2 2 2 6 4 2 5 1 5 5 5 5 2 5 5 5 5
 5 5 1 1 5 5 5 5 1 5 1 5 1 5 5 1 1 5 5 5 5 5 1 5 5 5 5 1 5 5 5 1 5 5 5 1 5
 5 1]",0.0473258495,7,3,0.1266666667,0.0675736961
63,iris,MM,0.5,0.1,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 5 2 5 2 4 2 5 4 2 5 2 5 2 5 5 2 5 7 5 7 2
 2 2 2 3 2 5 5 5 5 7 5 2 2 2 5 5 5 2 5 4 5 5 5 2 6 5 3 7 3 3 3 3 5 3 3 3 3
 7 3 7 7 3 3 3 3 7 3 7 3 7 3 3 7 7 3 3 3 3 3 7 7 3 3 3 7 3 3 3 7 3 3 3 7 3
 3 7]",608.6733591557,7,3,0,0
64,iris,Voting,0.5,0.1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",0.0069334507,2,3,0.6666666667,0.5555555556
65,iris,Graph,0.5,0.1,"[1 2 1 2 2 2 1 1 2 2 2 2 2 2 2 1 2 2 2 1 2 2 1 1 1 2 2 2 1 1 1 1 1 2 2 1 2
 1 2 1 1 2 2 2 1 1 1 1 1 2 5 5 3 3 3 3 5 3 3 3 3 5 3 3 3 3 3 3 5 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 5 5 3 3 3 5 3 3 3 3 3 5 0 3 3 3 3 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 4 3 4 4 4 3 3 3 4 3 3
 3 3]",0.4019100666,6,3,0,0
66,wine,GMM_MCA,0.5,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",7.8789334297,1,3,0.3314606742,0.1659634318
67,wine,GMM_Voting,0.5,0.25,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1
 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0
 1 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 0]",0.1147651672,2,3,0.0842696629,0.0602409639
68,wine,GMM_Pair,0.5,0.25,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1
 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0
 1 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 0]",0.0073561668,2,3,0.0842696629,0.0602409639
69,wine,MM,0.5,0.25,"[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 2 1 1 2 2 2 1 1 2
 2 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 2 1 1 1 2 1 1 1 1 2 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 2 1 1 2 2 1 1
 2 1 1 1 1 2 1 2 1 2 2 1 1 2 1 2 1 1 2 2 2 1 1 1 2 2 2 2 2 1]",2.4808690548,2,3,0.4325842697,0.3403263403
70,wine,Voting,0.5,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 0
 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0 0 1 1
 0 1 1 1 1 0 1 0 1 0 0 1 1 0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 0 1]",0.000346899,2,3,0.6460674157,0.4978354978
71,wine,0,0.5,0.25,0,0,0,3,0,0
72,iris,GMM_MCA,0.5,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",6.6482954025,1,3,0.3333333333,0.1666666667
73,iris,GMM_Voting,0.5,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",0.0911767483,1,3,0.3333333333,0.1666666667
74,iris,GMM_Pair,0.5,0.25,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 0 0
 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",0.0056343079,2,3,0.1533333333,0.123655914
75,iris,MM,0.5,0.25,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 2 2 2 1 2 1 1 2 1 2 1 2 2 1 2 1 2 1 2 2
 2 2 2 2 2 1 1 1 1 2 2 2 2 2 1 1 1 2 1 1 1 1 1 2 1 1 2 2 2 2 2 2 1 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2]",2.0850713253,2,3,0.48,0.3829151732
76,iris,Voting,0.5,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 1 0 1 0 1 0 1 1
 1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",0.0003051758,2,3,0.5133333333,0.4116743472
77,iris,0,0.5,0.25,0,0,0,3,0,0
78,wine,0,0.5,0.5,0,0,0,3,0,0
79,iris,0,0.5,0.5,0,0,0,3,0,0
80,wine,0,0.5,0.75,0,0,0,3,0,0
81,iris,0,0.5,0.75,0,0,0,3,0,0
82,wine,0,0.5,1,0,0,0,3,0,0
83,iris,0,0.5,1,0,0,0,3,0,0
84,wine,GMM_MCA,0.7,mean,"[0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0
 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",8.445309639,2,3,0.1629213483,0.0933977456
85,wine,GMM_Voting,0.7,mean,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.1397299767,1,3,0.3314606742,0.1659634318
86,wine,GMM_Pair,0.7,mean,"[1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 0 3 2 3 3 0 3 3 0 0 1 3 3 1
 1 3 3 3 0 3 3 0 2 3 3 3 3 2 0 2 3 3 3 3 3 1 2 3 0 3 0 2 3 3 0 3 3 3 3 0 2
 3 2 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 3 2 2 3 2 2 0 0 0 3 2 2 2 0 3 2 1 1 3 2
 0 2 3 3 3 0 2 0 3 1 0 2 3 0 2 0 2 3 0 0 0 2 3 3 0 0 0 1 1 2]",0.0191643238,4,3,0.1404494382,0.148997641
